,LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
2585,CAL-132925,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Maibach,,Loews Boston Hotel,"LBV Hotel, LLC",John Maibach,0,0.0,0,02:00am,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,0,154,,  Berkeley ST,Boston,MA,2116,"['42.349158000', '-71.072431000']",42.349158000,-71.072431000
2586,CAL-132925,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Maibach,,Loews Boston Hotel,"LBV Hotel, LLC",John Maibach,0,0.0,0,02:00am,4,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,0,154,,  Berkeley ST,Boston,MA,2116,"['42.349158000', '-71.072431000']",42.349158000,-71.072431000
2587,CAL-132925,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Maibach,,Loews Boston Hotel,"LBV Hotel, LLC",John Maibach,0,0.0,0,02:00am,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,0,154,,  Berkeley ST,Boston,MA,2116,"['42.349158000', '-71.072431000']",42.349158000,-71.072431000
2588,CAL-132925,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Maibach,,Loews Boston Hotel,"LBV Hotel, LLC",John Maibach,0,0.0,0,02:00am,1,Back Bay/South End,D-4,Radio,Radio,0,154,,  Berkeley ST,Boston,MA,2116,"['42.349158000', '-71.072431000']",42.349158000,-71.072431000
2589,CAL-132926,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Huei Chi Feng,,Blue Asia Caf,"Taste of Taiwan Enterprises, Inc.",Huei Chi Feng,45,0.0,0,10:30 PM,1,Allston/Brighton,D-14,Radio,Radio,45,101,123,  Brighton AV,Allston,MA,2134,"['42.353081000', '-71.130624000']",42.353081000,-71.130624000
2590,CAL-132926,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Huei Chi Feng,,Blue Asia Caf,"Taste of Taiwan Enterprises, Inc.",Huei Chi Feng,45,0.0,0,10:30 PM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,45,101,123,  Brighton AV,Allston,MA,2134,"['42.353081000', '-71.130624000']",42.353081000,-71.130624000
2591,CAL-132926,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Huei Chi Feng,,Blue Asia Caf,"Taste of Taiwan Enterprises, Inc.",Huei Chi Feng,45,0.0,45,10:30 PM,1,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,45,101,123,  Brighton AV,Allston,MA,2134,"['42.353081000', '-71.130624000']",42.353081000,-71.130624000
2592,CAL-132927,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Tupa,,Red Hat,SNP Restaurant Group Inc.,Paul Tupa,108,280.0,108,2:00 AM,2,Downtown/Charlestown/North End,A-1,AutoAmuse,Auto Amusement Device/Game,108,9,,  Bowdoin ST,Boston,MA,2114,"['42.361020000', '-71.063190000']",42.361020000,-71.063190000
2593,CAL-132927,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Tupa,,Red Hat,SNP Restaurant Group Inc.,Paul Tupa,108,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,108,9,,  Bowdoin ST,Boston,MA,2114,"['42.361020000', '-71.063190000']",42.361020000,-71.063190000
2594,CAL-132927,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Tupa,,Red Hat,SNP Restaurant Group Inc.,Paul Tupa,108,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,108,9,,  Bowdoin ST,Boston,MA,2114,"['42.361020000', '-71.063190000']",42.361020000,-71.063190000
2595,CAL-132927,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Tupa,,Red Hat,SNP Restaurant Group Inc.,Paul Tupa,108,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,108,9,,  Bowdoin ST,Boston,MA,2114,"['42.361020000', '-71.063190000']",42.361020000,-71.063190000
2596,CAL-132927,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Tupa,,Red Hat,SNP Restaurant Group Inc.,Paul Tupa,108,0.0,0,2:00 AM,5,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",108,9,,  Bowdoin ST,Boston,MA,2114,"['42.361020000', '-71.063190000']",42.361020000,-71.063190000
2597,CAL-132927,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Tupa,,Red Hat,SNP Restaurant Group Inc.,Paul Tupa,108,1260.0,0,2:00 AM,7,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,108,9,,  Bowdoin ST,Boston,MA,2114,"['42.361020000', '-71.063190000']",42.361020000,-71.063190000
2598,CAL-132928,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,FRANK DEPASQUALE,,Restaurant Bricco,"Vado Pazzo, Inc.",FRANK DEPASQUALE,120,540.0,0,2:00 AM,3,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,120,239,241,  Hanover ST,Boston,MA,2113,"['42.363081000', '-71.054948000']",42.363081000,-71.054948000
2599,CAL-132928,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,FRANK DEPASQUALE,,Restaurant Bricco,"Vado Pazzo, Inc.",FRANK DEPASQUALE,120,0.0,120,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,120,239,241,  Hanover ST,Boston,MA,2113,"['42.363081000', '-71.054948000']",42.363081000,-71.054948000
2600,CAL-132928,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,FRANK DEPASQUALE,,Restaurant Bricco,"Vado Pazzo, Inc.",FRANK DEPASQUALE,120,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,120,239,241,  Hanover ST,Boston,MA,2113,"['42.363081000', '-71.054948000']",42.363081000,-71.054948000
2601,CAL-132928,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,FRANK DEPASQUALE,,Restaurant Bricco,"Vado Pazzo, Inc.",FRANK DEPASQUALE,120,0.0,0,2:00 AM,2,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",120,239,241,  Hanover ST,Boston,MA,2113,"['42.363081000', '-71.054948000']",42.363081000,-71.054948000
2602,CAL-132930,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Michael J Bissanti,,Paramount,Chucks Caf Inc.,Michael J Bissanti,48,0.0,48,1:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,48,44,,  Charles ST,Boston,MA,2114,"['42.357240000', '-71.070269000']",42.357240000,-71.070269000
2603,CAL-132930,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Michael J Bissanti,,Paramount,Chucks Caf Inc.,Michael J Bissanti,48,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,48,44,,  Charles ST,Boston,MA,2114,"['42.357240000', '-71.070269000']",42.357240000,-71.070269000
2604,CAL-132930,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Michael J Bissanti,,Paramount,Chucks Caf Inc.,Michael J Bissanti,48,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",48,44,,  Charles ST,Boston,MA,2114,"['42.357240000', '-71.070269000']",42.357240000,-71.070269000
2605,CAL-132930,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Michael J Bissanti,,Paramount,Chucks Caf Inc.,Michael J Bissanti,48,180.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,48,44,,  Charles ST,Boston,MA,2114,"['42.357240000', '-71.070269000']",42.357240000,-71.070269000
2606,CAL-132931,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Osama Naggar,,Azama Grill,"Azama Grill, Inc.",Osama Naggar,0,0.0,0,2:00 AM,1,Allston/Brighton,D-14,Radio,Radio,0,44,58, Harvard Av,Allston,MA,2134,"['42.354462000', '-71.132270000']",42.354462000,-71.132270000
2607,CAL-132931,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Osama Naggar,,Azama Grill,"Azama Grill, Inc.",Osama Naggar,0,0.0,0,2:00 AM,1,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,0,44,58, Harvard Av,Allston,MA,2134,"['42.354462000', '-71.132270000']",42.354462000,-71.132270000
2608,CAL-132932,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,KENNETH CHAN,,Ginger Exchange,"Symphony Exchange, Inc.",KENNETH CHAN,90,0.0,0,12:00 AM,1,Back Bay/South End,D-4,Radio,Radio,90,250,,  Huntington AV,Boston,MA,2115,"['42.342201000', '-71.085030000']",42.342201000,-71.085030000
2609,CAL-132932,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,KENNETH CHAN,,Ginger Exchange,"Symphony Exchange, Inc.",KENNETH CHAN,90,0.0,0,12:00 AM,3,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,90,250,,  Huntington AV,Boston,MA,2115,"['42.342201000', '-71.085030000']",42.342201000,-71.085030000
2610,CAL-132932,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,KENNETH CHAN,,Ginger Exchange,"Symphony Exchange, Inc.",KENNETH CHAN,90,0.0,90,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,90,250,,  Huntington AV,Boston,MA,2115,"['42.342201000', '-71.085030000']",42.342201000,-71.085030000
2611,CAL-132933,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Chris Tocchio,,Figs,Figs of Charles Street L. P.,Chris Tocchio,42,0.0,42,10:30 PM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,42,42,,  Charles ST,Boston,MA,2108,"['42.357234000', '-71.070195000']",42.357234000,-71.070195000
2612,CAL-132933,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Chris Tocchio,,Figs,Figs of Charles Street L. P.,Chris Tocchio,42,0.0,0,10:30 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,42,42,,  Charles ST,Boston,MA,2108,"['42.357234000', '-71.070195000']",42.357234000,-71.070195000
2613,CAL-132933,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Chris Tocchio,,Figs,Figs of Charles Street L. P.,Chris Tocchio,42,0.0,0,10:30 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,42,42,,  Charles ST,Boston,MA,2108,"['42.357234000', '-71.070195000']",42.357234000,-71.070195000
2614,CAL-132934,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Marcelino Correia,,Chin's Bar & Grill,"Correia's, Inc.",Marcelino Correia,80,0.0,80,1:00 AM,1,Roxbury/Dorchester,B-2,CassetteCD,Cassette/CD Player,80,257,271,  Norfolk AV,Roxbury,MA,2119,"['42.323698000', '-71.068069000']",42.323698000,-71.068069000
2615,CAL-132934,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Marcelino Correia,,Chin's Bar & Grill,"Correia's, Inc.",Marcelino Correia,80,0.0,0,1:00 AM,1,Roxbury/Dorchester,B-2,Jukebox,Jukebox,80,257,271,  Norfolk AV,Roxbury,MA,2119,"['42.323698000', '-71.068069000']",42.323698000,-71.068069000
2616,CAL-132934,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Marcelino Correia,,Chin's Bar & Grill,"Correia's, Inc.",Marcelino Correia,80,360.0,0,1:00 AM,2,Roxbury/Dorchester,B-2,WidescrnTV,Widescreen Television,80,257,271,  Norfolk AV,Roxbury,MA,2119,"['42.323698000', '-71.068069000']",42.323698000,-71.068069000
2617,CAL-132934,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Marcelino Correia,,Chin's Bar & Grill,"Correia's, Inc.",Marcelino Correia,80,140.0,0,1:00 AM,1,Roxbury/Dorchester,B-2,AutoAmuse,Auto Amusement Device/Game,80,257,271,  Norfolk AV,Roxbury,MA,2119,"['42.323698000', '-71.068069000']",42.323698000,-71.068069000
2618,CAL-132936,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,serge safar,,Scoozi,"Newbury Scoozi, Inc.",serge safar,38,0.0,38,12:00 AM,1,Back Bay/South End,D-4,TV,"Television (under 27"")",38,237,,  Newbury ST,Boston,MA,2116,"['42.349900000', '-71.082040000']",42.349900000,-71.082040000
2619,CAL-132936,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,serge safar,,Scoozi,"Newbury Scoozi, Inc.",serge safar,38,0.0,0,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,38,237,,  Newbury ST,Boston,MA,2116,"['42.349900000', '-71.082040000']",42.349900000,-71.082040000
2620,CAL-132936,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,serge safar,,Scoozi,"Newbury Scoozi, Inc.",serge safar,38,0.0,0,12:00 AM,1,Back Bay/South End,D-4,Radio,Radio,38,237,,  Newbury ST,Boston,MA,2116,"['42.349900000', '-71.082040000']",42.349900000,-71.082040000
2621,CAL-132936,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,serge safar,,Scoozi,"Newbury Scoozi, Inc.",serge safar,38,360.0,0,12:00 AM,2,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,38,237,,  Newbury ST,Boston,MA,2116,"['42.349900000', '-71.082040000']",42.349900000,-71.082040000
2622,CAL-132937,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Phil S Paik,,JP Seafood Caf,"JP Seafood Caf, Inc.",Phil S Paik,75,0.0,0,11:00 PM,1,Jamaica Plain,E-13,CassetteCD,Cassette/CD Player,75,730,,  Centre ST,Jamaica Plain,MA,2130,"['42.310802000', '-71.114458000']",42.310802000,-71.114458000
2623,CAL-132937,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Phil S Paik,,JP Seafood Caf,"JP Seafood Caf, Inc.",Phil S Paik,75,0.0,75,11:00 PM,1,Jamaica Plain,E-13,TV,"Television (under 27"")",75,730,,  Centre ST,Jamaica Plain,MA,2130,"['42.310802000', '-71.114458000']",42.310802000,-71.114458000
2624,CAL-132938,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Panja Lymswam,,Montien Restaurant,"Bangkok Hut, Inc.",Panja Lymswam,118,800.0,118,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,118,63,,  Stuart ST,Boston,MA,2116,"['42.351263000', '-71.064339000']",42.351263000,-71.064339000
2625,CAL-132938,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Panja Lymswam,,Montien Restaurant,"Bangkok Hut, Inc.",Panja Lymswam,118,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,118,63,,  Stuart ST,Boston,MA,2116,"['42.351263000', '-71.064339000']",42.351263000,-71.064339000
2626,CAL-132938,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Panja Lymswam,,Montien Restaurant,"Bangkok Hut, Inc.",Panja Lymswam,118,0.0,0,2:00 AM,4,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",118,63,,  Stuart ST,Boston,MA,2116,"['42.351263000', '-71.064339000']",42.351263000,-71.064339000
2627,CAL-132938,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Panja Lymswam,,Montien Restaurant,"Bangkok Hut, Inc.",Panja Lymswam,118,180.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,118,63,,  Stuart ST,Boston,MA,2116,"['42.351263000', '-71.064339000']",42.351263000,-71.064339000
2628,CAL-132938,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Panja Lymswam,,Montien Restaurant,"Bangkok Hut, Inc.",Panja Lymswam,118,180.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,118,63,,  Stuart ST,Boston,MA,2116,"['42.351263000', '-71.064339000']",42.351263000,-71.064339000
2629,CAL-132938,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Panja Lymswam,,Montien Restaurant,"Bangkok Hut, Inc.",Panja Lymswam,118,0.0,0,2:00 AM,5,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,118,63,,  Stuart ST,Boston,MA,2116,"['42.351263000', '-71.064339000']",42.351263000,-71.064339000
2630,CAL-132939,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Tammy L Mak,,Little Asia Restaurant,"Ty Restaurant Group, Inc.",Tammy L Mak,99,0.0,99,2:00 AM,1,East Boston,A-7,Radio,Radio,99,991,,  Bennington ST,East Boston,MA,2128,"['42.386375000', '-71.007041000']",42.386375000,-71.007041000
2631,CAL-132939,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Tammy L Mak,,Little Asia Restaurant,"Ty Restaurant Group, Inc.",Tammy L Mak,99,0.0,0,2:00 AM,9,East Boston,A-7,WidescrnTV,Widescreen Television,99,991,,  Bennington ST,East Boston,MA,2128,"['42.386375000', '-71.007041000']",42.386375000,-71.007041000
2632,CAL-132940,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mehmed Hasan,,The Avenue Grill,"Merem, LLC",Mehmed Hasan,18,0.0,18,10:00 PM,1,Dorchester,C-11,WidescrnTV,Widescreen Television,18,856,,  Dorchester AV,Dorchester,MA,2127,"['42.321542000', '-71.056589000']",42.321542000,-71.056589000
2633,CAL-132941,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Joseph Dinarello,,Panza Restaurant,SJJ Corp.,Joseph Dinarello,45,0.0,45,11:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,45,326,,  Hanover ST,Boston,MA,2113,"['42.364668000', '-71.053830000']",42.364668000,-71.053830000
2634,CAL-132941,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Joseph Dinarello,,Panza Restaurant,SJJ Corp.,Joseph Dinarello,45,0.0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,45,326,,  Hanover ST,Boston,MA,2113,"['42.364668000', '-71.053830000']",42.364668000,-71.053830000
2635,CAL-132942,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Rivera,,El Mondonquito Bar & Restaurant,El Mondonquito Bar & Restaurant,Rivera,48,0.0,48,1:00 AM,1,Roxbury/Dorchester,B-2,Radio,Radio,48,221,,  Dudley ST,Roxbury,MA,2119,"['42.328370000', '-71.080640000']",42.328370000,-71.080640000
2636,CAL-132942,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Rivera,,El Mondonquito Bar & Restaurant,El Mondonquito Bar & Restaurant,Rivera,48,0.0,0,1:00 AM,1,Roxbury/Dorchester,B-2,Jukebox,Jukebox,48,221,,  Dudley ST,Roxbury,MA,2119,"['42.328370000', '-71.080640000']",42.328370000,-71.080640000
2637,CAL-132942,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Rivera,,El Mondonquito Bar & Restaurant,El Mondonquito Bar & Restaurant,Rivera,48,0.0,0,1:00 AM,3,Roxbury/Dorchester,B-2,TV,"Television (under 27"")",48,221,,  Dudley ST,Roxbury,MA,2119,"['42.328370000', '-71.080640000']",42.328370000,-71.080640000
2638,CAL-132943,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Mehran Atoufi,,Subway,"MKA, Inc.",Mehran Atoufi,19,0.0,19,11:00 PM,1,Back Bay/South End,D-4,Radio,Radio,19,393,,  Massachusetts AV,Boston,MA,2115,"['42.341480000', '-71.083470000']",42.341480000,-71.083470000
2639,CAL-132944,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Rogaris,,Roggie's Pizzeria Caf,"P.J.V., Inc.",John Rogaris,36,140.0,0,2:00 AM,1,Allston/Brighton,D-14,AutoAmuse,Auto Amusement Device/Game,36,356,,  Chestnut Hill AV,Brighton,MA,2135,"['42.336830000', '-71.151470000']",42.336830000,-71.151470000
2640,CAL-132944,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Rogaris,,Roggie's Pizzeria Caf,"P.J.V., Inc.",John Rogaris,36,0.0,36,2:00 AM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,36,356,,  Chestnut Hill AV,Brighton,MA,2135,"['42.336830000', '-71.151470000']",42.336830000,-71.151470000
2641,CAL-132944,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Rogaris,,Roggie's Pizzeria Caf,"P.J.V., Inc.",John Rogaris,36,0.0,0,2:00 AM,1,Allston/Brighton,D-14,Radio,Radio,36,356,,  Chestnut Hill AV,Brighton,MA,2135,"['42.336830000', '-71.151470000']",42.336830000,-71.151470000
2642,CAL-132944,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Rogaris,,Roggie's Pizzeria Caf,"P.J.V., Inc.",John Rogaris,36,0.0,0,2:00 AM,1,Allston/Brighton,D-14,Jukebox,Jukebox,36,356,,  Chestnut Hill AV,Brighton,MA,2135,"['42.336830000', '-71.151470000']",42.336830000,-71.151470000
2643,CAL-132944,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,John Rogaris,,Roggie's Pizzeria Caf,"P.J.V., Inc.",John Rogaris,36,0.0,0,2:00 AM,2,Allston/Brighton,D-14,TV,"Television (under 27"")",36,356,,  Chestnut Hill AV,Brighton,MA,2135,"['42.336830000', '-71.151470000']",42.336830000,-71.151470000
2644,CAL-132945,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Cynthia Avelis,,Omni Parker House,Omni Boston Corporation,Cynthia Avelis,3730,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,3730,60,,  School ST,Boston,MA,2108,"['42.357778000', '-71.060109000']",42.357778000,-71.060109000
2645,CAL-132945,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Cynthia Avelis,,Omni Parker House,Omni Boston Corporation,Cynthia Avelis,3730,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,3730,60,,  School ST,Boston,MA,2108,"['42.357778000', '-71.060109000']",42.357778000,-71.060109000
2646,CAL-132945,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Cynthia Avelis,,Omni Parker House,Omni Boston Corporation,Cynthia Avelis,3730,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,3730,60,,  School ST,Boston,MA,2108,"['42.357778000', '-71.060109000']",42.357778000,-71.060109000
2647,CAL-132945,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Cynthia Avelis,,Omni Parker House,Omni Boston Corporation,Cynthia Avelis,3730,0.0,0,2:00 AM,3,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",3730,60,,  School ST,Boston,MA,2108,"['42.357778000', '-71.060109000']",42.357778000,-71.060109000
2648,CAL-132945,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Cynthia Avelis,,Omni Parker House,Omni Boston Corporation,Cynthia Avelis,3730,2000.0,3730,2:00 AM,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,3730,60,,  School ST,Boston,MA,2108,"['42.357778000', '-71.060109000']",42.357778000,-71.060109000
2649,CAL-132945,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Cynthia Avelis,,Omni Parker House,Omni Boston Corporation,Cynthia Avelis,3730,0.0,0,2:00 AM,8,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,3730,60,,  School ST,Boston,MA,2108,"['42.357778000', '-71.060109000']",42.357778000,-71.060109000
2650,CAL-132945,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Cynthia Avelis,,Omni Parker House,Omni Boston Corporation,Cynthia Avelis,3730,0.0,0,2:00 AM,4,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,3730,60,,  School ST,Boston,MA,2108,"['42.357778000', '-71.060109000']",42.357778000,-71.060109000
2651,CAL-132946,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MAUREEN MCLAUGHLIN,,Franklin Caf,McBois Limited,MAUREEN MCLAUGHLIN,40,180.0,0,2:00 AM,1,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,40,278,,  Shawmut AV,Roxbury,MA,2118,"['42.342938000', '-71.068890000']",42.342938000,-71.068890000
2652,CAL-132946,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MAUREEN MCLAUGHLIN,,Franklin Caf,McBois Limited,MAUREEN MCLAUGHLIN,40,0.0,40,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,40,278,,  Shawmut AV,Roxbury,MA,2118,"['42.342938000', '-71.068890000']",42.342938000,-71.068890000
2653,CAL-132946,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MAUREEN MCLAUGHLIN,,Franklin Caf,McBois Limited,MAUREEN MCLAUGHLIN,40,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,40,278,,  Shawmut AV,Roxbury,MA,2118,"['42.342938000', '-71.068890000']",42.342938000,-71.068890000
